serial_number,battery_name,data_recieved,tech_date_recieved,battery_status,technical_id,from_swap
QBFD26F232504935,80D26L 70AH,28/Jan/2024,,Stock,2,2
AF241355683,NS60LS 45AH,13/Jun/2024,,Stock,2,2
AF241355716,DIN66L 66AH,13/Jun/2024,,Stock,2,2
AF241355667,DIN55L 60AH,13/Jun/2024,,Stock,2,1
AE240647547,95D31L 90AH,6/May/2024,,Stock,2,2
AF241355684,NS60LS 45AH,13/Jun/2024,,Stock,2,2
AF241355708,DIN55L 60AH,13/Jun/2024,,Stock,2,2
AF242256110,DIN100L 100AH,22/Jun/2024,,Stock,2,2
AF241355730,DIN74L 74AH,22/Jun/2024,,Stock,2,2
AF241955787,80D26L 70AH,19/Jun/2024,,Stock,2,2
AF242055973,DIN55L 60AH,20/Jun/2024,,Stock,2,2
AF242256377,DIN55L 60AH,22/Jun/2024,,Stock,2,2
AF241955812,DIN66L 66AH,22/Jun/2024,,Stock,2,2
AF241355695,80D26R 70AH,13/Jun/2024,,Stock,2,2
AB241437874,DIN44L 45AH,14/Feb/2024,,Stock,2,1
AF241355727,DIN74L 74AH,22/Jun/2024,,Stock,2,2
AA242335256,DIN55R 55AH,23/Jan/2024,,Stock,2,2
AC240640057,DIN55R 60AH,6/Mar/2024,,Stock,2,2
AF241355682,NS60LS 45AH,13/Jun/2024,,Stock,2,2
AF242356531,80D26L 70AH,23/Jun/2024,,Stock,2,2
AF241355652,80D26L 70AH,13/Jun/2024,,Stock,1,1
AF241355675,NS40L 35AH BH,13/Jun/2024,,Stock,2,2
AF241955835,80D26R 70AH,19/Jun/2024,,Stock,2,2
AF240954841,DIN80L 80AH,9/Jun/2024,,Stock,2,2
AF241355757,DIN74L 74AH,22/Jun/2024,,Stock,2,2
AD240842675,105D31R 100AH,8/Apr/2024,,Stock,2,2
AF241355653,80D26L 70AH,13/Jun/2024,,Stock,1,1
AF241955833,55D23L 60AH,19/Jun/2024,,Stock,2,2
AF241255292,NS60LS 45AH,12/Jun/2024,,Stock,2,2
AF241955784,80D26L 70AH,19/Jun/2024,,Stock,2,2
AF240153074,95D31L 90AH,1/Jun/2024,,Stock,2,2
AF241355654,80D26L 70AH,13/Jun/2024,,Stock,1,1
AF242456823,80D26L 70AH,24/Jun/2024,,Stock,2,2
AF241355680,NS60L 45AH,13/Jun/2024,,Stock,2,2
AF241355467,DIN66L 66AH,23/Jun/2024,,Stock,2,2
AF241955788,80D26L 70AH,19/Jun/2024,,Stock,2,2
AF241355672,DIN80L 80AH,13/Jun/2024,,Stock,1,1
AF242556999,80D26L 70AH,25/Jun/2024,,Stock,2,2
AF242256376,DIN100L 100AH,22/Jun/2024,,Stock,2,2
AF241355502,DIN74L 74AH,24/Jun/2024,,Stock,2,2
AC243041734,DIN55R 60AH,30/Mar/2024,,Stock,1,1
AF242557000,80D26L 70AH,25/Jun/2024,,Stock,2,2
AE241849835,105D31L 100AH,26/Jun/2024,,Stock,2,2
AF242557001,80D26L 70AH,25/Jun/2024,,Stock,2,2
AF241355698,95D31L 90AH,13/Jun/2024,,Stock,2,2
AF240854677,DIN66L 66AH,8/Jun/2024,,Stock,1,1
AF241355575,DIN55R 60AH,26/Jun/2024,,Stock,2,2
AF242356529,DIN55L 60AH,23/Jun/2024,,Stock,2,2
AF241355723,65-72S 75AH,13/Jun/2024,,Stock,2,2
AF241955786,80D26L 70AH,19/Jun/2024,,Stock,2,2
AF241355501,DIN74L 74AH,26/Jun/2024,,Stock,2,2
AF242557179,80D26L 70AH,26/Jun/2024,,Stock,2,2
AF241355465,DIN66L 66AH,26/Jun/2024,,Stock,2,2
AF241355505,DIN74L 74AH,27/Jun/2024,,Stock,2,2
AF242557002,80D26L 70AH,25/Jun/2024,,Stock,2,2
AF241355685,55D23L 55AH,13/Jun/2024,,Stock,2,2
AF241355731,DIN74L 74AH,23/Jun/2024,,Stock,2,2
AE241849669,105D31R 100AH,18/May/2024,,Stock,2,2
AF241355712,DIN44L 45AH,13/Jun/2024,,Stock,2,2
AF241355646,NS60LS 45AH,13/Jun/2024,,Stock,1,1
AF242557181,95D31L 90AH,26/Jun/2024,,Stock,2,2
AF242757520,80D26L 70AH,27/Jun/2024,,Stock,2,2
AF241355658,95D31L 90AH,13/Jun/2024,,Stock,1,1
AF242055972,55D23L 60AH,20/Jun/2024,,Stock,2,2
AF241355689,55D23L 60AH,13/Jun/2024,,Stock,2,2
AF241355520,DIN74L 74AH,13/Jun/2024,,Stock,1,1
AF241355718,DIN74L 74AH,13/Jun/2024,,Stock,2,2
AF241355706,DIN55L 55AH,13/Jun/2024,,Stock,2,2
AF242356528,DIN55L 60AH,23/Jun/2024,,Stock,2,2
AF242557180,80D26L 70AH,26/Jun/2024,,Stock,2,2
AF242757521,80D26L 70AH,27/Jun/2024,,Stock,2,2
AF242757519,80D26L 70AH,27/Jun/2024,,Stock,2,2
AF242556997,NS60LS 45AH,25/Jun/2024,,Stock,2,2
AF241355663,105D31R 100AH,13/Jun/2024,,Stock,2,1
AF241955781,80D26L 70AH,19/Jun/2024,,Stock,1,1
AF242757679,80D26L 70AH,27/Jun/2024,,Stock,2,2
AF242757522,DIN55L 60AH,27/Jun/2024,,Stock,2,2
AF242757686,55D23L 60AH,27/Jun/2024,,Stock,2,2
AF242757683,80D26L 70AH,27/Jun/2024,,Stock,2,2
AF242757680,80D26L 70AH,27/Jun/2024,,Stock,2,2
AF241355574,DIN55R 60AH,26/Jun/2024,,Stock,2,2
AF242757684,55D23L 60AH,27/Jun/2024,,Stock,2,2
AF241355670,DIN66L 66AH,13/Jun/2024,,Stock,1,1
AE240247053,NS40L 35AH,2/May/2024,,Stock,1,1
AE242952427,NS40L 35AH,30/May/2024,,Stock,1,1
AF241355668,DIN55L 60AH,13/Jun/2024,,Stock,1,1
AF242757682,80D26L 70AH,27/Jun/2024,,Stock,2,2
AF240253534,NS60LS 45AH,2/Jun/2024,,Stock,2,2
AA242735488,DIN88L 88AH,27/Jan/2024,,Stock,1,1
AA240332790,95D31R 90AH,3-Jan-2024,,Stock,1,1
AA241133812,55D23R 55AH,11-Jan-2024,,Stock,1,1
AF241155251,DIN80L 80AH,11/Jun/2024,,Stock,1,1
AF241355657,95D31L 90AH,13/Jun/2024,,Stock,1,1
AF242757681,80D26L 70AH,27/Jun/2024,,Stock,2,2
AF242957739,NS60LS 45AH,29/Jun/2024,,Stock,2,2
AF240454229,NS60LS 45AH,4/Jun/2024,,Stock,1,1
AF243057994,DIN55L 60AH,30/Jun/2024,,Stock,2,2
AA242335258,95D31R 90AH,23/Jan/2024,,Stock,2,2
AC242341425,DIN74R 74AH,23/Mar/2024,,Stock,1,1
AF241355671,DIN74L 74AH,13/Jun/2024,,Stock,1,1
AE241649533,105D31R 100AH,16/May/2024,,Stock,1,1
AF240854672,55D23L 60AH,8/Jun/2024,,Stock,1,1
AF241955792,80D26L 70AH,19/Jun/2024,,Stock,1,1
AF243057966,DIN74L 74AH,30/Jun/2024,,Stock,1,1
AG240158258,DIN74L 74AH,1/Jul/2024,,Stock,1,1
AF241255304,55D23L 60AH,30/Jun/2024,,Stock,2,2
AF242556998,55D23L 60AH,25/Jun/2024,,Stock,2,2
AF242557178,80D26L 70AH,26/Jun/2024,,Stock,2,2
AF243057993,80D26L 70AH,30/Jun/2024,,Stock,2,2
AF241955805,DIN66L 66AH,27/Jun/2024,,Stock,2,2
AF242757694,DIN74L 74AH,27/Jun/2024,,Stock,2,2
AF241155250,105D31L 100AH,11/Jun/2024,,Stock,1,1
AF241955782,80D26L 70AH,19/Jun/2024,,Stock,1,1
AF241055141,NS60LS 45AH,10/Jun/2024,,Stock,1,1
AF243057967,80D26L 70AH,30/Jun/2024,,Stock,1,1
AG240258452,DIN74L 74AH,2/Jul/2024,,Stock,1,1
AF241255335,DIN55L 60AH,12/Jun/2024,,Stock,1,1
AF241255336,DIN55L 60AH,12/Jun/2024,,Stock,1,1
AF242456822,80D26L 70AH,24/Jun/2024,,Stock,2,2
AF240554352,105D31R 100AH,5/Jun/2024,,Stock,1,1
AA24S2335261,DIN74R 74AH,23/Jan/2024,,Stock,2,2
AF241955793,80D26L 70AH,19/Jun/2024,,Stock,1,1
AG240158254,80D26L 70AH,1/Jul/2024,,Stock,2,2
AF241055139,55D23L 60AH,10/Jun/2024,,Stock,1,1
AG240258448,DIN74L 74AH,2/Jul/2024,,Stock,2,2
AF243057992,80D26L 70AH,30/Jun/2024,,Stock,2,2
AF241355475,DIN66L 66AH,1/Jul/2024,,Stock,1,1
AF243057970,DIN80L 80AH,30/Jun/2024,,Stock,1,1
AF241355703,105D31R 100AH,13/Jun/2024,,Stock,1,2
AF241355679,NS60L 45AH,13/Jun/2024,,Stock,2,2
AF242055974,NS60L 45AH,20/Jun/2024,,Stock,2,2
AF243057965,DIN80L 80AH,30/Jun/2024,,Stock,1,1
AF241355649,55D23L 60AH,13/Jun/2024,,Stock,1,1
AF241355473,DIN66L 66AH,4/Jul/2024,,Stock,1,1
AF241355461,DIN66L 66AH,30/Jun/2024,,Stock,1,1
AF241355704,105D31R 100AH,13/Jun/2024,,Stock,1,2
AG240358901,80D26L 70AH,3/Jul/2024,,Stock,1,1
AF243057968,DIN55L 60AH,30/Jun/2024,,Stock,1,1
AG240258447,DIN55L 60AH,2/Jul/2024,,Stock,2,2
AF241355421,DIN55L 60AH,13/Jun/2024,,Stock,2,2
AF241355709,DIN55L 60AH,13/Jun/2024,,Stock,2,2
AG240158252,NS60LS 45AH,1/Jul/2024,,Stock,2,2
AF241255306,55D23L 60AH,30/Jun/2024,,Stock,1,1
AF241355702,105D31R 100AH,13/Jun/2024,,Stock,1,2
AG240358902,80D26L 70AH,3/Jul/2024,,Stock,1,1
AF241955799,DIN66L 66AH,2/Jul/2024,,Stock,2,2
AG240358904,DIN55L 60AH,3/Jul/2024,,Stock,1,1
AG240459212,80D26L 70AH,4/Jul/2024,,Stock,2,2
AG240258444,80D26L 70AH,2/Jul/2024,,Stock,2,2
AF242957738,DIN74L 74AH,29/Jun/2024,,Stock,2,2
AG240158257,DIN55L 60AH,1/Jul/2024,,Stock,1,1
AG240459210,DIN80L 80AH,4/Jul/2024,,Stock,1,1
AG240358906,DIN74L 74AH,3/Jul/2024,,Stock,1,1
AG240258450,80D26L 70AH,2/Jul/2024,,Stock,1,1
AG240659508,DIN55L 60AH,6/Jul/2024,,Stock,2,2
AG240258451,80D26L 70AH,2/Jul/2024,,Stock,1,1
AF241355656,95D31L 90AH,13/Jun/2024,,Stock,1,1
AG240158253,NS60LS 45AH,1/Jul/2024,,Stock,2,2
AF242957737,DIN74L 74AH,29/Jun/2024,,Stock,2,2
AE241649536,55D23L 60AH,16/May/2024,,Stock,2,2
AG240258453,DIN74L 74AH,2/Jul/2024,,Stock,1,1
AG240258454,DIN74L 74AH,2/Jul/2024,,Stock,1,1
AG240459211,DIN80L 80AH,4/Jul/2024,,Stock,1,1
AF241355462,DIN66L 66AH,6/Jul/2024,,Stock,1,1
AF241355696,95D31L 90AH,13/Jun/2024,,Stock,2,2
AG240659513,80D26L 70AH,6/Jul/2024,,Stock,1,1
AG240759772,DIN80L 80AH,7/Jul/2024,,Stock,1,1
AF241255305,55D23L 60AH,30/Jun/2024,,Stock,2,2
AF240454215,NS40L 35AH,4/Jun/2024,,Stock,2,2
AG240659518,DIN55L 60AH,6/Jul/2024,,Stock,1,1
AG240659516,105D31R 100AH,6/Jul/2024,,Stock,1,1
AG240358907,80D26L 70AH,3/Jul/2024,,Stock,2,2
AE241849664,DIN55L 55AH,18/May/2024,,Stock,2,2
AG240659509,DIN55L 60AH,6/Jul/2024,,Stock,2,2
AE242750855,DIN74L 74AH,27/May/2024,,Stock,2,2
AG240158255,55D23L 60AH,1/Jul/2024,,Stock,2,2
AF242757689,DIN55L 60AH,27/Jun/2024,,Stock,2,2
AG240659507,DIN55L 60AH,6/Jul/2024,,Stock,2,2
AF241355705,DIN55L 55AH,13/Jun/2024,,Stock,2,2
AF241355457,DIN66L 66AH,8/Jul/2024,,Stock,1,1
AG240659517,DIN55L 60AH,6/Jul/2024,,Stock,1,1
AG240859895,DIN80L 80AH,8/Jul/2024,,Stock,1,1
AG240759770,DIN74L 74AH,7/Jul/2024,,Stock,1,1
AG240659514,80D26L 70AH,6/Jul/2024,,Stock,1,1
AF241355468,DIN66L 66AH,6/Jul/2024,,Stock,1,1
AG240759771,DIN74L 74AH,7/Jul/2024,,Stock,1,1
AG240859893,DIN74L 74AH,8/Jul/2024,,Stock,1,1
AG240158256,95D31L 90AH,1/Jul/2024,,Stock,1,1
AG240759765,DIN55L 60AH,7/Jul/2024,,Stock,2,2
AG240358908,80D26L 70AH,3/Jul/2024,,Stock,2,2
AG241060589,DIN55L 60AH,10/Jul/2024,,Stock,2,2
AE241849665,DIN55L 55AH,18/May/2024,,Stock,2,2
AF240454214,NS60LS 45AH,4/Jun/2024,,Stock,2,2
AG240960201,80D26L 70AH,9/Jul/2024,,Stock,2,2
AG240258445,80D26L 70AH,2/Jul/2024,,Stock,2,2
AF241355460,DIN66L 66AH,10/Jul/2024,,Stock,1,1
AF241355463,DIN66L 66AH,10/Jul/2024,,Stock,1,1
AG240358905,DIN55L 60AH,3/Jul/2024,,Stock,1,1
AG240659512,55D23L 60AH,6/Jul/2024,,Stock,1,1
AG240659515,105D31R 100AH,6/Jul/2024,,Stock,1,1
AF241355669,DIN44L 45AH,13/Jun/2024,,Stock,1,1
AG240960206,DIN55L 60AH,9/Jul/2024,,Stock,1,1
AG241060659,DIN74L 74AH,10/Jul/2024,,Stock,1,1
AG240960200,55D23L 60AH,9/Jul/2024,,Stock,2,2
AG241060658,DIN74L 74AH,10/Jul/2024,,Stock,1,1
AF242757690,DIN55L 60AH,27/Jun/2024,,Stock,2,2
AF242757691,DIN55L 60AH,27/Jun/2024,,Stock,2,2
AF242557182,NS60LS 45AH,26/Jun/2024,,Stock,2,2
AG240659510,NS60LS 45AH,6/Jul/2024,,Stock,2,2
AF242757692,DIN55L 60AH,27/Jun/2024,,Stock,2,2
AG240759767,80D26L 70AH,7/Jul/2024,,Stock,1,1
AG240759766,80D26L 70AH,7/Jul/2024,,Stock,1,1
AF241355720,DIN80L 80AH,13/Jun/2024,,Stock,1,2
AF241355721,DIN80L 80AH,13/Jun/2024,,Stock,1,2
AF240554357,NS60L 45AH,5/Jun/2024,,Stock,1,1
AG240759769,DIN55L 60AH,7/Jul/2024,,Stock,1,1
AG240659511,55D23L 60AH,6/Jul/2024,,Stock,1,1
AF242356530,80D26R 70AH,23/Jun/2024,,Stock,1,2
AF241355701,105D31R 100AH,13/Jun/2024,,Stock,1,2
AG240859896,55D23L 60AH,8/Jul/2024,,Stock,1,2
AF242256375,DIN100L 100AH,22/Jun/2024,,Stock,2,2
AG240960204,95D31L 90AH,9/Jul/2024,,Stock,1,1
AF241355464,DIN66L 66AH,6/Jul/2024,,Stock,2,2
AF242757693,DIN55L 60AH,27/Jun/2024,,Stock,2,2
AG241160954,DIN66L 66AH,11/Jul/2024,,Stock,1,1
AG240258449,55D23L 60AH,2/Jul/2024,,Stock,1,1
AG241060660,DIN74L 74AH,10/Jul/2024,,Stock,1,1
AG240859892,80D26L 70AH,8/Jul/2024,,Stock,1,1
AG241060657,80D26L 70AH,10/Jul/2024,,Stock,1,1
AG241160962,80D26L 70AH,11/Jul/2024,,Stock,2,2
AF241355681,NS60L 45AH,13/Jun/2024,,Stock,2,2
AG240759764,NS60LS 45AH,7/Jul/2024,,Stock,2,2
AG241160960,80D26L 70AH,11/Jul/2024,,Stock,2,2
AG240960203,DIN55L 55AH,9/Jul/2024,,Stock,2,2
AF242957735,95D31L 90AH,29/Jun/2024,,Stock,2,2
AG241160961,80D26L 70AH,11/Jul/2024,,Stock,2,2
AG241060590,DIN55L 60AH,10/Jul/2024,,Stock,2,2
AG241060588,DIN74L 74AH,10/Jul/2024,,Stock,2,2
AG241361119,80D26L 70AH,13/Jul/2024,,Stock,1,1
AG241361122,DIN55L 60AH,13/Jul/2024,,Stock,1,1
AG241060656,DIN55L 60AH,10/Jul/2024,,Stock,1,1
AG240459209,55D23L 60AH,4/Jul/2024,,Stock,1,1
AG241160952,DIN55L 60AH,11/Jul/2024,,Stock,1,1
AF241355655,80D26R 70AH,13/Jun/2024,,Stock,1,1
AG240859894,DIN80L 80AH,8/Jul/2024,,Stock,1,1
AD240742319,65-72S 75AH,7/Apr/2024,,Stock,1,1
AG241160956,DIN74L 74AH,11/Jul/2024,,Stock,1,1
AF242557183,DIN80L 80AH,26/Jun/2024,,Stock,1,2
AG241160959,NS60LS 45AH,11/Jul/2024,,Stock,2,2
AG241361114,NS60LS 45AH,13/Jul/2024,,Stock,2,2
AG241461424,DIN66L 66AH,14/Jul/2024,,Stock,2,2
AG241461423,DIN55L 60AH,14/Jul/2024,,Stock,2,2
AG241361123,DIN74L 74AH,13/Jul/2024,,Stock,1,1
AE242851860,DIN100L 100AH,29/May/2024,,Stock,1,1
AF241355722,DIN80L 80AH,13/Jun/2024,,Stock,2,2
AG241561840,DIN55L 60AH,15/Jul/2024,,Stock,1,1
AG241160953,DIN55L 60AH,11/Jul/2024,,Stock,1,1
AF241355697,95D31L 90AH,13/Jun/2024,,Stock,2,2
AG241561940,80D26L 70AH,15/Jul/2024,,Stock,2,2
AF242757685,55D23L 60AH,27/Jun/2024,,Stock,2,2
AG240859898,DIN74L 74AH,8/Jul/2024,,Stock,2,2
AG241561857,80D26L 70AH,15/Jul/2024,,Stock,2,2
AG241662083,DIN55L 60AH,16-Jul-2024,,Stock,2,2
AG241561862,DIN74L 74AH,15/Jul/2024,,Stock,2,2
AG241461430,DIN74L 74AH,14/Jul/2024,,Stock,1,1
AG241561843,DIN80L 80AH,15/Jul/2024,,Stock,1,1
AD242746104,65-72S 75AH,27/Apr/2024,,Stock,1,1
AG241361120,80D26L 70AH,13/Jul/2024,,Stock,1,1
AG240960205,105D31R 100AH,9/Jul/2024,,Stock,1,1
AG240859897,95D31L 90AH,8/Jul/2024,,Stock,2,2
AG240759768,95D31L 90AH,7/Jul/2024,,Stock,1,1
AG241561939,80D26L 70AH,15/Jul/2024,,Stock,2,2
AF241355660,105D31L 100AH,13/Jun/2024,,Stock,1,1
AG241561841,DIN74L 74AH,15/Jul/2024,,Stock,1,1
AG241561836,80D26L 70AH,15/Jul/2024,,Stock,1,1
AF241355647,NS60LS 45AH,13/Jun/2024,,Stock,1,1
AG241561844,65-72S 75AH,15/Jul/2024,,Stock,1,1
AG241160951,DIN44L 45AH,11/Jul/2024,,Stock,1,1
AG241561838,DIN55L 60AH,15/Jul/2024,,Stock,1,1
AG241361121,95D31L 90AH,13/Jul/2024,,Stock,1,1
AG241160950,105D31R 100AH,11/Jul/2024,,Stock,1,1
AG241762396,80D26L 70AH,17-Jul-2024,,Stock,1,1
AF242757688,55D23L 60AH,27/Jun/2024,,Stock,2,2
AG241361117,DIN55L 60AH,13/Jul/2024,,Stock,2,2
AG241662085,80D26L 70AH,16-Jul-2024,,Stock,2,2
AF242757687,55D23L 60AH,27/Jun/2024,,Stock,2,2
AF242757695,DIN74L 74AH,27/Jun/2024,,Stock,2,2
AG241361116,DIN55L 60AH,13/Jul/2024,,Stock,2,2
AG241662088,DIN66L 66AH,16-Jul-2024,,Stock,2,2
AG241561856,80D26L 70AH,15/Jul/2024,,Stock,2,2
AG240258446,55D23L 60AH,2/Jul/2024,,Stock,2,2
AG242063073,55D23L 60AH,20-Jul-2024,,Stock,2,2
AG241461427,80D26L 70AH,14/Jul/2024,,Stock,1,1
AG241662089,DIN80L 80AH,16-Jul-2024,,Stock,2,2
AG24S1762478,DIN74L 74AH,17-Jul-2024,,Stock,2,2
AG241762401,55D23L 60AH,17-Jul-2024,,Stock,2,2
AG241862738,80D26L 70AH,18-Jul-2024,,Stock,2,2
AG241561861,DIN55L 60AH,15/Jul/2024,,Stock,2,2
AC241240417,55D23R 60AH,12/Mar/2024,,Stock,2,2
AG241461428,80D26L 70AH,14/Jul/2024,,Stock,1,1
AG241662091,DIN74L 74AH,16-Jul-2024,,Stock,1,1
AG241461426,55D23L 60AH,14/Jul/2024,,Stock,1,1
AG241561842,DIN80L 80AH,15/Jul/2024,,Stock,1,1
AG241762395,105D31R 100AH,17-Jul-2024,,Stock,1,1
AG241662092,DIN55L 60AH,16-Jul-2024,,Stock,1,1
AG241762394,95D31L 90AH,17-Jul-2024,,Stock,1,1
AG241862735,80D26L 70AH,18-Jul-2024,,Stock,1,1
AG241762392,DIN74L 74AH,17-Jul-2024,,Stock,1,1
AF241355659,105D31L 100AH,13/Jun/2024,,Stock,1,1
AG242063081,95D31L 90AH,20-Jul-2024,,Stock,1,1
AG242163458,DIN55L 60AH,21-Jul-2024,,Stock,2,2
AG241662086,NS60LS 45AH,16-Jul-2024,,Stock,2,2
AG242063352,DIN74L 74AH,20-Jul-2024,,Stock,1,1
AG242163473,95D31L 90AH,21-Jul-2024,,Stock,1,1
AG242163471,DIN80L 80AH,21-Jul-2024,,Stock,1,1
AG242063083,DIN55L 60AH,20-Jul-2024,,Stock,1,1
AG241561858,95D31L 90AH,15/Jul/2024,,Stock,2,2
AG242063354,DIN74L 74AH,20-Jul-2024,,Stock,1,1
AE242350645,55D23R 55AH,23/May/2024,,Stock,1,1
AG242063351,DIN74L 74AH,20-Jul-2024,,Stock,2,2
AG240759763,80D26L 70AH,7/Jul/2024,,Stock,2,2
AG242063075,80D26L 70AH,20-Jul-2024,,Stock,2,2
AG241662090,DIN80L 80AH,16-Jul-2024,,Stock,2,2
AG242063079,DIN66L 66AH,20-Jul-2024,,Stock,2,2
AF241055138,DIN44L 45AH,10/Jun/2024,,Stock,2,2
AG241361118,105D31R 100AH,13/Jul/2024,,Stock,2,2
AG242163459,DIN55L 60AH,21-Jul-2024,,Stock,2,2
AG241762393,DIN80L 80AH,17-Jul-2024,,Stock,1,1
AG242163467,80D26L 70AH,21-Jul-2024,,Stock,1,1
AG242163469,105D31R 100AH,21-Jul-2024,,Stock,1,1
AG241662084,95D31L 90AH,16-Jul-2024,,Stock,2,2
AG242063353,DIN74L 74AH,20-Jul-2024,,Stock,1,1
AG242263678,95D31L 90AH,22-Jul-2024,,Stock,1,1
AG242063082,105D31R 100AH,20-Jul-2024,,Stock,1,1
AG242263680,95D31L 90AH,22-Jul-2024,,Stock,1,1
AG242263677,DIN74L 74AH,22-Jul-2024,,Stock,1,1
AG241461429,DIN66L 66AH,14/Jul/2024,,Stock,1,1
AG241160948,55D23L 60AH,11/Jul/2024,,Stock,1,1
AG241862739,80D26L 70AH,18-Jul-2024,,Stock,2,2
AG241762399,95D31L 90AH,17-Jul-2024,,Stock,2,2
AG242364102,55D23L 60AH,23-Jul-2024,,Stock,1,1
AG242364104,95D31L 90AH,23-Jul-2024,,Stock,1,1
AG242063350,DIN74L 74AH,20-Jul-2024,,Stock,2,2
AG242263653,95D31L 90AH,22-Jul-2024,,Stock,2,2
AG242063072,55D23L 60AH,20-Jul-2024,,Stock,2,2
AG242163457,80D26L 70AH,21-Jul-2024,,Stock,2,2
AG241762398,DIN55L 60AH,17-Jul-2024,,Stock,2,2
AG242263676,DIN74L 74AH,22-Jul-2024,,Stock,1,1
AG241160955,DIN66L 66AH,11/Jul/2024,,Stock,1,1
AG242163466,80D26L 70AH,21-Jul-2024,,Stock,1,1
AG242063084,65-72S 75AH,20-Jul-2024,,Stock,1,1
AG242364103,95D31L 90AH,23-Jul-2024,,Stock,1,1
AG242464257,95D31L 90AH,24-Jul-2024,,Stock,2,2
AG242163470,DIN55L 60AH,21-Jul-2024,,Stock,1,1
AG240659672,95D31R 90AH,15/Jul/2024,,Stock,1,1
AF240253532,DIN100L 100AH,2/Jun/2024,,Stock,1,1
AG241662094,DIN100L 100AH,16-Jul-2024,,Stock,1,1
AG242163472,55D23L 60AH,21-Jul-2024,,Stock,1,1
AG242263684,DIN80L 80AH,22-Jul-2024,,Stock,1,1
AG242163465,80D26L 70AH,21-Jul-2024,,Stock,1,1
AG242464264,80D26L 70AH,24-Jul-2024,,Stock,1,1
AG242263682,DIN55L 60AH,22-Jul-2024,,Stock,1,1
AF240454228,NS40L 35AH,4/Jun/2024,,Stock,1,1
AF241355644,NS60L 45AH,13/Jun/2024,,Stock,1,1
AF242456824,80D26R 70AH,24/Jun/2024,,Stock,2,2
AG241762400,55D23L 60AH,17-Jul-2024,,Stock,2,2
AF242557184,DIN100L 100AH,26/Jun/2024,,Stock,2,2
AG241461425,95D31R 90AH,14/Jul/2024,,Stock,2,2
AG241361113,80D26R 70AH,13/Jul/2024,,Stock,2,2
AG242063080,80D26L 70AH,20-Jul-2024,,Stock,1,1
AG242564502,DIN100L 100AH,25-Jul-2024,,Stock,1,1
AG242364106,80D26L 70AH,23-Jul-2024,,Stock,1,1
AG241862736,NS60LS 45AH,18-Jul-2024,,Stock,1,1
AG242263654,NS60LS 45AH,22-Jul-2024,,Stock,2,2
AG242764849,NS60LS 45AH,28-Jul-2024,,Stock,2,2
AG242263679,95D31L 90AH,22-Jul-2024,,Stock,1,1
AG242263683,DIN80L 80AH,22-Jul-2024,,Stock,1,1
AG242464256,95D31L 90AH,24-Jul-2024,,Stock,2,2
AE242851858,DIN55L 55AH,29/May/2024,,Stock,1,1
AG242764642,80D26L 70AH,27-Jul-2024,,Stock,1,1
AG242464259,DIN74L 74AH,24-Jul-2024,,Stock,1,1
AG242564500,DIN55L 60AH,25-Jul-2024,,Stock,1,1
AG242764641,80D26L 70AH,27-Jul-2024,,Stock,1,1
AG242764647,DIN55L 60AH,27-Jul-2024,,Stock,1,1
AG242764639,80D26L 70AH,27-Jul-2024,,Stock,1,1
AG242464263,55D23L 60AH,24-Jul-2024,,Stock,1,1
AG241662087,NS60LS 45AH,16-Jul-2024,,Stock,2,2
AF241355686,55D23L 55AH,13/Jun/2024,,Stock,2,2
AG242464251,DIN55L 60AH,24-Jul-2024,,Stock,2,2
AG242163464,55D23R 60AH,21-Jul-2024,,Stock,2,2
AF242957736,55D23L 55AH,29/Jun/2024,,Stock,2,2
AG240459213,NS60L 45AH,4/Jul/2024,,Stock,2,2
AG242865105,DIN74L 74AH,28-Jul-2024,,Stock,1,1
AG242564499,55D23L 60AH,25-Jul-2024,,Stock,1,1
AG240358903,NS60LS 45AH,3/Jul/2024,,Stock,1,1
AG241762397,65-72S 75AH,17-Jul-2024,,Stock,1,1
AG242564501,DIN100L 100AH,25-Jul-2024,,Stock,1,1
AG242364105,95D31L 90AH,23-Jul-2024,,Stock,1,1
AG242464260,DIN66L 66AH,24-Jul-2024,,Stock,1,1
AG242364108,DIN74L 74AH,23-Jul-2024,,Stock,1,1
AG242364068,DIN66L 66AH,23-Jul-2024,,Stock,2,2
AG242764636,80D26R 70AH,27-Jul-2024,,Stock,2,2
AG241862740,80D26L 70AH,18-Jul-2024,,Stock,2,2
AF241355699,95D31L 90AH,13/Jun/2024,,Stock,2,2
AG242364065,DIN55L 60AH,23-Jul-2024,,Stock,2,2
AG242865098,95D31L 90AH,28-Jul-2024,,Stock,2,2
AG242063074,80D26L 70AH,20-Jul-2024,,Stock,2,2
AG242965706,80D26L 70AH,29-Jul-2024,,Stock,2,2
AG242364101,DIN66L 66AH,23-Jul-2024,,Stock,1,1
AF241355645,NS60L 45AH,13/Jun/2024,,Stock,1,1
AG241662093,DIN55L 60AH,16-Jul-2024,,Stock,1,1
AG242364067,80D26L 70AH,23-Jul-2024,,Stock,2,2
AG242063076,DIN55L 60AH,20-Jul-2024,,Stock,2,2
AG242063078,DIN74L 74AH,20-Jul-2024,,Stock,2,2
AG242263655,DIN55L 60AH,22-Jul-2024,,Stock,2,2
AG242965707,80D26L 70AH,29-Jul-2024,,Stock,2,2
AF241355664,DIN55L 55AH,13/Jun/2024,,Stock,1,1
